directory,total_segs,covered_segs,inner_missing,gap_count,gap_index,gap_section,gap_local_n_start,gap_local_n_end,gap_missing_count,gap_sample_heb
sanhedrin_112,33,29,11,3,2,Sanhedrin 112a,16,1,4,בָּעֵי רַב יוֹסֵף: שְׂעַר נָשִׁים צִדְקָנִיּוֹת מַהוּ? אָמַר רָבָא: הָא דִּרְשָׁעִיּוֹת אָסוּר? ״תִּ
sanhedrin_112,33,29,11,3,3,Sanhedrin 112b,5,7,3,"אַדְּתָנֵי סֵיפָא: קׇדְשֵׁי בֶּדֶק הַבַּיִת יִפָּדוּ, לִיפְלוֹג וְלִיתְנֵי בְּדִידַהּ: בַּמֶּה דְּבָ"
sanhedrin_43,37,29,11,1,1,Sanhedrin 43a,21,26,6,"אָמַר עוּלָּא: וְתִסְבְּרָא? יֵשׁוּ הַנּוֹצְרִי בַּר הַפּוֹכֵי זְכוּת הוּא? מֵסִית הוּא, וְרַחֲמָנָא"
sotah_10,39,34,11,3,1,Sotah 10a,3,4,2,״וַיִּקְרָא שִׁמְשׁוֹן אֶל ה׳ וַיֹּאמֶר ה׳ אֱלֹהִים זׇכְרֵנִי נָא וְחַזְּקֵנִי נָא אַךְ הַפַּעַם הַז
sotah_10,39,34,11,3,2,Sotah 10a,19,20,2,״וַתֵּשֶׁב בְּפֶתַח עֵינַיִם״. אָמַר רַבִּי אֲלֶכְּסַנְדְּרִי: מְלַמֵּד שֶׁהָלְכָה וְיָשְׁבָה לָהּ ב
sotah_10,39,34,11,3,3,Sotah 10b,6,9,4,״וְהִיא שָׁלְחָה אֶל חָמִיהָ לֵאמֹר לְאִישׁ אֲשֶׁר אֵלֶּה לּוֹ אָנֹכִי הָרָה״. וְתֵימָא לֵיהּ מֵימָר
yevamot_108,38,26,11,3,1,Yevamot 108a,8,10,3,"וְאַכַּתִּי תִּיבְּעֵי לָךְ: דַּהֲוָה נְסִיבָא מֵעִיקָּרָא, אוֹ דִלְמָא מִיקַּדְּשָׁא? תָּא שְׁמַע: "
yevamot_108,38,26,11,3,2,Yevamot 108a,17,19,3,"הָא קָתָנֵי לְקַמַּן: הַמְמָאֶנֶת בָּאִישׁ — הוּא מוּתָּר בִּקְרוֹבוֹתֶיהָ, וְהִיא מוּתֶּרֶת בִּקְרו"
yevamot_108,38,26,11,3,3,Yevamot 108b,3,6,4,גְּמָ׳ אַלְמָא אָתֵי מֵיאוּן וּמְבַטֵּל גֵּט.
yevamot_30,28,26,11,2,1,Yevamot 30a,4,6,3,גְּמָ׳ הָא תּוּ לְמָה לִי? הַיְינוּ הָךְ! הַשְׁתָּא: וּמָה הָתָם דַּאֲחוֹת אִשָּׁה הָוְיָא צָרָה לְנ
yevamot_30,28,26,11,2,2,Yevamot 30a,8,1,8,גְּמָ׳ אָמַר רַב יְהוּדָה אָמַר רַב: כׇּל יְבָמָה שֶׁאֵין אֲנִי קוֹרֵא בָּהּ בִּשְׁעַת נְפִילָה ״יְב
yoma_41,37,34,11,4,1,Yoma 41a,3,4,2,"אָמַר רַב שִׁימִי בַּר אָשֵׁי: מַאי טַעְמָא דְּרַב חִסְדָּא, דִּכְתִיב: ״וְלָקְחָה״ ״וְעָשָׂה״. אוֹ "
yoma_41,37,34,11,4,2,Yoma 41a,15,1,2,"וּלְרַבִּי חַגָּא אָמַר רַבִּי יֹאשִׁיָּה, דְּאָמַר יָצָא,"
yoma_41,37,34,11,4,3,Yoma 41b,7,8,2,"אִי הָכִי, רֵישָׁא נָמֵי! הָא רַבִּי רַחֲמָנָא ״תּוֹרַת״, וְהָתַנְיָא: ״תּוֹרַת״, לְרַבּוֹת מְצוֹרָע"
yoma_41,37,34,11,4,4,Yoma 41b,10,11,2,"בָּא לוֹ אֵצֶל פָּרוֹ שְׁנִיָּה, וְסוֹמֵךְ שְׁתֵּי יָדָיו עָלָיו וּמִתְוַדֶּה, וְכָךְ הָיָה אוֹמֵר: "
yoma_63,31,31,11,3,1,Yoma 63a,17,1,3,"אָמַר מָר: מִשֶּׁהִגְרִיל עֲלֵיהֶן חַיָּיב עַל שֶׁל שֵׁם, וּפָטוּר עַל שֶׁל עֲזָאזֵל."
yoma_63,31,31,11,3,2,Yoma 63b,3,5,3,"וְ״לַה׳״ לְהוֹצִיא הוּא? וּרְמִינְהוּ: ״יֵרָצֶה לְקׇרְבַּן אִשֶּׁה לַה׳״, אֵלּוּ אִישִּׁים,"
yoma_63,31,31,11,3,3,Yoma 63b,11,12,2,"וּמְנָא תֵּימְרָא דְּפָסֵיל בֵּיהּ מוּמָא! דְּתַנְיָא: ״וְאִשֶּׁה לֹא תִתְּנוּ מֵהֶם״, אֵלּוּ הַחֲלָ"
zevachim_109,33,33,11,3,1,Zevachim 109a,7,8,2,"מִנַּיִן? תַּלְמוּד לוֹמַר: ״לֹא יְבִיאֶנּוּ לַעֲשׂוֹת״ – כׇּל הַמִּתְקַבֵּל בְּפֶתַח אֹהֶל מוֹעֵד, "
zevachim_109,33,33,11,3,2,Zevachim 109b,6,7,2,הַמַּקְרִיב קָדָשִׁים וְאֵימוּרִים בַּחוּץ – חַיָּיב.
zevachim_109,33,33,11,3,3,Zevachim 109b,12,13,2,"כִּי פְּלִיגִי – בְּהַקְטָרָה דִּפְנִים; דְּמָר סָבַר: ״מְלֹא חׇפְנָיו״ דַּוְקָא, וּמָר סָבַר: ״מְלֹ"
zevachim_110,37,37,11,1,1,Zevachim 110a,10,16,7,אֲמַר לֵיהּ רַבָּה בַּר רַב חָנָן לְאַבָּיֵי: מִדְּרַבִּי אֱלִיעֶזֶר פָּשֵׁיט מָר?!
zevachim_111,36,32,11,2,1,Zevachim 111b,4,10,7,גְּמָ׳ הַאי ״הֶכְשֵׁירוֹ״?! חִיּוּבוֹ הוּא! תְּנִי ״חִיּוּבוֹ״.
zevachim_111,36,32,11,2,2,Zevachim 111b,12,14,3,רָבָא אָמַר: קַבָּלָה בִּכְלִי חוֹל אִיכָּא בֵּינַיְיהוּ. וְהָכִי קָאָמַר: [וְכֵן] הַמְקַבֵּל בִּכְל
zevachim_12,41,41,11,2,1,Zevachim 12b,8,9,2,אָמַר שִׁמְעוֹן בֶּן עַזַּאי: מְקוּבְּלַנִי מִפִּי שִׁבְעִים וּשְׁנַיִם זָקֵן כּוּ׳. לְמָה לִי לְמִת
zevachim_12,41,41,11,2,2,Zevachim 12b,11,16,6,אָשָׁם נָמֵי כְּתִיב בֵּיהּ ״הוּא״!
Hullin_3,34,32,10,2,1,Chullin 3a,11,12,2,"חוּץ מֵחֵרֵשׁ שׁוֹטֶה וְקָטָן, דַּאֲפִילּוּ דִּיעֲבַד נָמֵי לָא, שֶׁמָּא יִשְׁהוּ, וְשֶׁמָּא יִדְרְס"
Hullin_3,34,32,10,2,2,Chullin 3b,10,11,2,"אֶלָּא, אַשֶּׁאֵין מוּחְזָקִין, וְהָאָמְרַתְּ: בְּ״בָרִי לִי״ סַגִּי! דְּלֵיתֵיהּ קַמַּן דְּלִישַׁיְ"
arakhin_30,43,35,10,4,1,Arakhin 30a,6,7,2,"רַבִּי אֱלִיעֶזֶר אוֹמֵר: מְכָרָהּ לוֹ כּוּ׳. תַּנְיָא, רַבִּי אֱלִיעֶזֶר אוֹמֵר: מִנַּיִן שֶׁאִם מְ"
arakhin_30,43,35,10,4,2,Arakhin 30a,10,11,2,"גְּמָ׳ תָּנוּ רַבָּנַן: מְכָרָהּ לָרִאשׁוֹן בְּמָנֶה, וּמְכָרָהּ רִאשׁוֹן לַשֵּׁנִי בְּמָאתַיִם, מִנ"
arakhin_30,43,35,10,4,3,Arakhin 30a,18,19,2,"נִמְכַּר בְּמָאתַיִם, וְהִכְסִיף וְעָמַד עַל מָנֶה, מִנַּיִן שֶׁאֵין מְחַשְּׁבִין אֶלָּא מִמָּנֶה? ש"
arakhin_30,43,35,10,4,4,Arakhin 30b,5,6,2,"לֹא הִרְגִּישׁ — לַסּוֹף מוֹכֵר אֶת שְׂדוֹתָיו, שֶׁנֶּאֱמַר: ״וְכִי יָמוּךְ אָחִיךָ וּמָכַר מֵאֲחֻזּ"
avodah_zarah_16,33,26,10,3,1,Avodah Zarah 16a,8,9,2,"תִּיבְּעֵי לְרַבִּי יְהוּדָה: עַד כָּאן לָא קָא שָׁרֵי רַבִּי יְהוּדָה אֶלָּא בִּשְׁבוּרָה, דְּלָא א"
avodah_zarah_16,33,26,10,3,2,Avodah Zarah 16a,11,12,2,"מַאי טַעְמָא, לָאו מִשּׁוּם דִּלְמָא אָתֵי לְשַׁהוֹיֵי? וְלִיטַעְמָיךְ, שֶׁאֵין מַקְרִיבִין אוֹתוֹ ה"
avodah_zarah_16,33,26,10,3,3,Avodah Zarah 16b,6,8,3,"רַב אָשֵׁי דָּיֵיק מַתְנִיתִין וּמוֹתֵיב תְּיוּבְתָּא, תְּנַן: אֵין מוֹכְרִין לָהֶן דּוּבִּים וַאֲרָ"
bava_batra_19,32,31,10,1,1,Bava Batra 19a,5,9,5,"פְּשִׁיטָא דִּ״וְסָד בְּסִיד״ תְּנַן, דְּאִי סָלְקָא דַעְתָּךְ דְּ״אוֹ סָד בְּסִיד״ תְּנַן, אִם כֵּן"
bava_kamma_119,45,43,10,2,1,Bava Kamma 119b,4,5,2,"וְלֹא יָטִיל בּוֹ יוֹתֵר מִשְּׁלֹשָׁה חוּבִּין. בָּעֵי רַבִּי יִרְמְיָה: אַמְטוֹיֵי וְאֵתוֹיֵי חַד, "
bava_kamma_119,45,43,10,2,2,Bava Kamma 119b,12,14,3,"אִם הָיָה שָׁחוֹר [וְכוּ׳]. אָמַר רַב יְהוּדָה: קַצָּרָא שְׁמֵיהּ, וְקַצְרָא שָׁקֵיל לֵיהּ. אָמַר רַ"
bava_kamma_3,42,36,10,3,1,Bava Kamma 3a,7,8,2,"אָמַר מָר: ״וּבִעֵר״ זוֹ הַשֵּׁן, וְכֵן הוּא אוֹמֵר: ״כַּאֲשֶׁר יְבַעֵר הַגָּלָל עַד תֻּמּוֹ״. טַעְמ"
bava_kamma_3,42,36,10,3,2,Bava Kamma 3a,10,13,4,"דּוּמְיָא דְשֵׁן, מָה שֵׁן – לָא שְׁנָא שַׁלְּחַהּ שַׁלּוֹחֵי, לָא שְׁנָא דְּאָזֵל מִמֵּילָא; אַף רֶ"
bava_kamma_3,42,36,10,3,3,Bava Kamma 3b,11,12,2,"לְרָבָא מִבַּעְיָא לֵיהּ, לְרַב פָּפָּא פְּשִׁיטָא לֵיהּ."
bava_kamma_40,53,47,10,2,1,Bava Kamma 40b,1,3,3,"אִם תָּם – הֲוָה מוֹדֵינָא, וּמִפְּטַרְינָא!"
bava_kamma_40,53,47,10,2,2,Bava Kamma 40b,5,7,3,"וְנֵימָא לֵיהּ: אִי אַהְדַּרְתֵּיהּ נִיהֲלִי, הֲוָה מַעֲרֵיקְנָא לֵיהּ לְאַגְמָא! מִשּׁוּם דְּאָמַר "
bava_kamma_65,33,30,10,3,1,Bava Kamma 65a,4,6,3,מַאי טַעְמָא דְּרַב? אָמַר קְרָא: ״גְּנֵיבָה״ וְ״חַיִּים״. אַמַּאי קָאָמַר רַחֲמָנָא ״חַיִּים״ בִּגְ
bava_kamma_65,33,30,10,3,2,Bava Kamma 65a,9,10,2,"הֵיכִי דָמֵי? אִילֵּימָא דְּמֵעִיקָּרָא שָׁוְיָא זוּזָא, וּלְבַסּוֹף שָׁוְיָא אַרְבְּעָה זוּזֵי – קֶ"
bava_kamma_65,33,30,10,3,3,Bava Kamma 65b,8,11,4,"מַאי שְׁנָא חוֹמֶשׁ דְּלָא מְשַׁלֵּם – דִּכְתִיב: ״בְּרֹאשׁוֹ וַחֲמִשִׁתָיו״, אָשָׁם נָמֵי לָא מְשַׁ"
bava_metzia_102,41,40,10,5,1,Bava Metzia 102a,14,15,2,"וּמִי פְּשִׁיטָא לֵיהּ לְרָבָא? וְהָא מִיבְעֵי בָּעֵי לַהּ, דְּבָעֵי רָבָא: זָרַק אַרְנָקִי בְּפֶתַח"
bava_metzia_102,41,40,10,5,2,Bava Metzia 102a,21,22,2,"אִי הָכִי, אַמַּאי אֲסוּרוֹת מִשּׁוּם גָּזֵל! אַאִמָּן."
bava_metzia_102,41,40,10,5,3,Bava Metzia 102a,24,25,2,"אִי הָכִי: אֲסוּרוֹת בְּגָזֵל מִפְּנֵי דַּרְכֵי שָׁלוֹם? אִי דְּשַׁלְּחַהּ – גָּזֵל מְעַלְּיָא הוּא,"
bava_metzia_102,41,40,10,5,4,Bava Metzia 102b,5,6,2,"הָא אָמַר רַב חֲדָא זִימְנָא. דְּאָמַר רַב הוּנָא, אָמְרִי בֵּי רַב: ״אִסְתֵּירָא מְאָה מָעֵי״ – מְא"
bava_metzia_102,41,40,10,5,5,Bava Metzia 102b,8,9,2,מִי אָמַר שְׁמוּאֵל לָא אָמְרִינַן ״תְּפוֹס לָשׁוֹן אַחֲרוֹן״? וְהָא רַב וּשְׁמוּאֵל דְּאָמְרִי תַּר
bekhorot_9,36,36,10,3,1,Bekhorot 9a,9,11,3,וְלִיגְמַר מִינֵּיהּ! הָא מַיעֵט רַחֲמָנָא ״הַזְּכָרִים״.
bekhorot_9,36,36,10,3,2,Bekhorot 9b,10,12,3,וְרַבִּי שִׁמְעוֹן מַאי טַעְמֵאּ? אָמַר עוּלָּא: יֵשׁ לְךָ דָּבָר שֶׁפִּדְיוֹנוֹ מוּתָּר וְהוּא אָסו
bekhorot_9,36,36,10,3,3,Bekhorot 9b,16,18,3,"אֶלָּא דְּכוּלֵּי עָלְמָא ״שׁוֹרֶךָ״ לְמַעוֹטֵי בְּכוֹר אָדָם הוּא דַּאֲתָא, כִּי פְּלִיגִי בְּ״צֹאנ"
berakhot_36b,44,26,10,4,1,Berakhot 36a,20,22,3,"וְנֵימָא: ״הֲלָכָה כְּרַבִּי עֲקִיבָא״! אִי אָמַר הֲלָכָה כְּרַבִּי עֲקִיבָא, הֲוָה אָמֵינָא אֲפִילּ"
berakhot_36b,44,26,10,4,2,Berakhot 36b,2,3,2,"רַבִּי עֲקִיבָא בִּמְקוֹם רַבִּי אֱלִיעֶזֶר עָבְדִינַן כְּוָתֵיהּ, וּבֵית שַׁמַּאי בִּמְקוֹם בֵּית ה"
berakhot_36b,44,26,10,4,3,Berakhot 36b,5,6,2,"אֵיתִיבֵיהּ אַבָּיֵי: פִּיטְמָא שֶׁל רִמּוֹן מִצְטָרֶפֶת, וְהַנֵּץ שֶׁלּוֹ אֵין מִצְטָרֵף. מִדְּקָאָ"
berakhot_36b,44,26,10,4,4,Berakhot 36b,14,15,2,"פִּלְפְּלֵי, רַב שֵׁשֶׁת אָמַר: ״שֶׁהַכֹּל״, רָבָא אָמַר: לָא כְלוּם. וְאָזְדָא רָבָא לְטַעְמֵיהּ, ד"
eruvin_46,36,34,10,1,1,Eruvin 46a,13,18,6,מַאי ״לְאַחַר שֶׁנִּזְכַּר״? אִילֵּימָא: לְאַחַר שֶׁנִּזְכַּר דְּאֵין הֲלָכָה כְּרַבִּי אֶלְעָזָר אֶ
eruvin_70,34,29,10,2,1,Eruvin 70a,9,11,3,"אִי דַּהֲוָה וּמִית — אֵימָא סֵיפָא, אֲבָל אֵין אֶחָד שֶׁעֵירַב נוֹתֵן רְשׁוּתוֹ לְאֶחָד שֶׁלֹּא עֵי"
eruvin_70,34,29,10,2,2,Eruvin 70a,17,20,4,אוֹ לְאֶחָד שֶׁלֹּא עֵירַב. לְמָה לִי? מַהוּ דְּתֵימָא: הָנֵי מִילֵּי — הֵיכָא דְּמִקְצָתָן עֵירְבוּ
eruvin_75,36,35,10,3,1,Eruvin 75a,2,3,2,"הַשְׁתָּא דְּאָמַר רַב אֲפִילּוּ חָצֵר, טַעְמָא דְּרַב דְּקָא סָבַר אָסוּר לַעֲשׂוֹת יָחִיד בִּמְקוֹ"
eruvin_75,36,35,10,3,2,Eruvin 75a,12,13,2,תְּנַן: עֵירְבָה זוֹ לְעַצְמָהּ וְזוֹ לְעַצְמָהּ — זוֹ מוּתֶּרֶת בִּפְנֵי עַצְמָהּ וְזוֹ מוּתֶּרֶת ב
eruvin_75,36,35,10,3,3,Eruvin 75a,15,16,2,מֵתִיב רַב בִּיבִי בַּר אַבָּיֵי: וְאִם הָיוּ שֶׁל יְחִידִים אֵין צְרִיכִין לְעָרֵב. הָא שֶׁל רַבִּי
gittin_12,39,35,10,2,1,Gittin 12a,3,5,3,"וְרַבִּי אֱלִיעֶזֶר, הַאי ״לֹא תְלַקֵּט״ – מַאי עָבֵיד לֵיהּ? מִיבְּעֵי לֵיהּ לְהַזְהִיר לְעָנִי עַל"
gittin_12,39,35,10,2,2,Gittin 12a,17,21,5,לֵימָא כְּתַנָּאֵי – רַבָּן שִׁמְעוֹן בֶּן גַּמְלִיאֵל אוֹמֵר: יָכוֹל הָעֶבֶד לוֹמַר לְרַבּוֹ בִּשְׁ
horayot_2,37,30,10,3,1,Horayot 2a,7,9,3,"אִיכָּא דְאָמְרִי, אָמַר שְׁמוּאֵל: אֵין בֵּית דִּין חַיָּיבִין עַד שֶׁיֹּאמְרוּ לָהֶם ״מוּתָּרִים א"
horayot_2,37,30,10,3,2,Horayot 2a,12,14,3,"מִילְּתָא דִּפְשִׁיטָא לֵיהּ לְרָבָא קָמִיבַּעְיָא לֵיהּ לְרָמִי בַּר חָמָא, דִּבְעַי רָמֵי בַּר חָמ"
horayot_2,37,30,10,3,3,Horayot 2a,20,2,3,בֵּין שֶׁעָשׂוּ וְעָשָׂה עִמָּהֶן כּוּ׳. לְמָה לֵיהּ לְמִיתְנָא כׇּל הָנֵי? בִּשְׁלָמָא רֵישָׁא – לֹ
hullin_31,44,39,10,1,1,Hullin 31a,4,11,8,"הָיָה שׁוֹחֵט וְהִתִּיז, אָמַר רַבִּי זֵירָא: מְלֹא צַוָּאר וְחוּץ לַצַּוָּאר."
hullin_33,32,32,10,2,1,Hullin 33a,13,14,2,"וְתוּ, אִי בְּקָדָשִׁים, כִּי לֹא יָצָא מֵהֶם דָּם לָא מִתַּכְשְׁרִי, (לִיתַּכְשְׁרִי) [לִיתַּכְשְׁר"
hullin_33,32,32,10,2,2,Hullin 33b,12,17,6,"דִּתְנַן, בּוֹ בְּיוֹם דָּרַשׁ רַבִּי עֲקִיבָא: ״וְכׇל כְּלִי חֶרֶשׂ וְגוֹ׳ יִטְמָא״, ״טָמֵא״ לֹא נֶ"
hullin_53,32,31,10,3,1,Hullin 53a,2,3,2,"לְחָתוּל וּלְחוּלְדָּה, יֵשׁ לָהֶן דְּרוּסָה אוֹ אֵין לָהֶן דְּרוּסָה? אֲמַר לֵיהּ: לְחָתוּל יֵשׁ דְ"
hullin_53,32,31,10,3,2,Hullin 53a,5,6,2,"וְהָאֲנַן תְּנַן: ״וּדְרוּסַת הַנֵּץ בְּעוֹף הַדַּק״! דְּרוּסַת הָנֵץ בְּדִכְוָותֵיהּ, וְאִינָךְ בִּ"
hullin_53,32,31,10,3,3,Hullin 53b,1,2,2,אַהֲדָדֵי. כִּי פְּלִיגִי דְּאִיהוּ קָא שָׁתֵיק וְאִינְהוּ קָמְקַרְקְרָן: מָר סָבַר מַעֲשֶׂה קָא עָב
keritot_8b,42,22,10,2,1,Keritot 8b,7,9,3,"גְּמָ׳ שְׁנָא זָב וְזָבָה דְּמָנֵי לְהוֹן בִּתְרֵין – מִשּׁוּם דַּחֲלוּקָהּ טוּמְאָתוֹ, דְּזָב לָא מ"
keritot_8b,42,22,10,2,2,Keritot 8b,13,15,3,"רַבִּי אֱלִיעֶזֶר בֶּן יַעֲקֹב אוֹמֵר: גֵּר מְחוּסָּר כּוּ׳. וְתַנָּא קַמָּא, מַאי טַעְמָא לָא תָּנֵ"
kiddushin_61,26,26,10,2,1,Kiddushin 61a,2,4,3,"וְהָוֵינַן בַּהּ: נְהִי דְּבַהֲדֵי אַרְעָא לֹא קָדְשׁוּ, נִקְדְּשׁוּ בְּאַפֵּי נַפְשַׁיְיהוּ! וְכִי "
kiddushin_61,26,26,10,2,2,Kiddushin 61b,9,14,6,"בִּשְׁלָמָא לְרַבִּי מֵאִיר, הַיְינוּ דִּכְתִיב: ״אִם תֵּיטִיב שְׂאֵת, וְאִם לֹא תֵיטִיב לַפֶּתַח חַ"
megillah_19,37,37,10,4,1,Megillah 19a,10,11,2,וְלָאו תָּרוֹצֵי מְתָרְצַתְּ? תְּנִי: קוֹרֵא עִמָּהֶן.
megillah_19,37,37,10,4,2,Megillah 19a,22,1,2,לֵוִי בַּר שְׁמוּאֵל הֲוָה קָא קָרֵי קַמֵּיהּ דְּרַב יְהוּדָה בִּמְגִילָּה
megillah_19,37,37,10,4,3,Megillah 19b,3,5,3,וְאָמַר רַבִּי חִיָּיא בַּר אַבָּא אָמַר רַבִּי יוֹחָנָן: שִׁיּוּר הַתֶּפֶר — הֲלָכָה לְמֹשֶׁה מִסִּ
megillah_19,37,37,10,4,4,Megillah 19b,10,11,2,וְדִלְמָא הָא כִּדְאִיתָא וְהָא כִּדְאִיתָא! מִדְּקָתָנֵי סֵיפָא: רַבִּי יְהוּדָה מַכְשִׁיר בְּקָטָן
meilah_11,36,34,10,2,1,Meilah 11b,3,7,5,"הָנִיחָא לְמַאן דְּאָמַר אֵיבְרֵי שָׂעִיר הַמִּשְׁתַּלֵּחַ – אֵין נֶהֱנִין מֵהֶן, אֶלָּא לְמַאן דְּא"
meilah_11,36,34,10,2,2,Meilah 11b,10,11,2,"וּכְתִיב הָתָם ״וְשָׂמוֹ אֵצֶל הַמִּזְבֵּחַ״, הָנֵי – אִין, מִידֵּי אַחֲרִינָא – לָא."
menachot_11,37,35,10,3,1,Menachot 11a,3,5,3,"וְאִי תְּנָא מֶלַח, דְּלָא אִיקְּבַע בַּהֲדֵי מִנְחָה מֵעִיקָּרָא (שֶׁאֵינוֹ מוֹלֵחַ אֶלָּא הַקּוֹמֶ"
menachot_11,37,35,10,3,2,Menachot 11a,18,19,2,"מַתְנִי׳ כֵּיצַד הוּא עוֹשֶׂה? פּוֹשֵׁט אֶת אֶצְבְּעוֹתָיו עַל פַּס יָדוֹ. רִיבָּה שַׁמְנָהּ, חִסֵּר"
menachot_11,37,35,10,3,3,Menachot 11b,7,8,2,"פְּלִיגִי בַּהּ רַבִּי אַמֵּי וְרַבִּי יִצְחָק נַפָּחָא, חַד אָמַר: מַחְלוֹקֶת בִּלְבוֹנָה הַבָּאָה "
menachot_96,35,31,10,3,1,Menachot 96a,15,18,4,גְּמָ׳ כׇּל הַמְּנָחוֹת יֵשׁ בָּהֶן מַעֲשֵׂה כְלִי מִבִּפְנִים. שָׁאֲלוּ אֶת רַבִּי: זוֹ מִנַּיִן? א
menachot_96,35,31,10,3,2,Menachot 96b,4,5,2,"אָמַר רַבִּי יוֹחָנָן: לְדִבְרֵי הָאוֹמֵר מִסְגַּרְתּוֹ לְמַטָּה הָיְתָה, טַבְלָא הַמִּתְהַפֶּכֶת טְ"
menachot_96,35,31,10,3,3,Menachot 96b,7,8,2,"מַאי טַעְמָא? דּוּמְיָא דְּשַׂק בָּעֵינַן – מָה שַׂק מִטַּלְטֵל מָלֵא וְרֵיקָן, אַף כֹּל מִטַּלְטֵל "
menachot_98,44,28,10,4,1,Menachot 98a,20,21,2,כׇּל הַכֵּלִים שֶׁבַּמִּקְדָּשׁ וְכוּ׳. תָּנוּ רַבָּנַן: כׇּל הַכֵּלִים שֶׁבַּמִּקְדָּשׁ אׇרְכָּן לְ
menachot_98,44,28,10,4,2,Menachot 98b,4,6,3,"תָּנוּ רַבָּנַן: עֲשָׂרָה שׁוּלְחָנוֹת עָשָׂה שְׁלֹמֹה הַמֶּלֶךְ, שֶׁנֶּאֱמַר: ״וַיַּעַשׂ שֻׁלְחָנוֹ"
menachot_98,44,28,10,4,3,Menachot 98b,8,9,2,"וְאִם תֹּאמַר: חֲמִשָּׁה מִימִין הַפֶּתַח וַחֲמִשָּׁה מִשְּׂמֹאל הַפֶּתַח, אִם כֵּן מָצִינוּ מְנוֹרָ"
menachot_98,44,28,10,4,4,Menachot 98b,13,14,2,וּמְנוֹרָה גּוּפַהּ מְנָלַן? מִדִּכְתִיב בְּנֵר מַעֲרָבִי ״יַעֲרֹךְ אֹתוֹ [אַהֲרֹן וְגוֹ׳] לִפְנֵי ה
